"m3","y30","y1","m6","y2","y10","y3","time","y5","y7","spread"
"4.8364","5.2014","4.9950","5.0100","4.9682","5.1100","4.9745","2006-05-30 20:00:00.000 -0400","4.9977","5.0323","0.2736"
"4.9177","5.1541","5.1550","5.1727","5.1218","5.1064","5.0882","2006-06-29 20:00:00.000 -0400","5.0673","5.0755","0.1886"
"5.0765","5.1345","5.2175","5.2665","5.1185","5.0875","5.0700","2006-07-30 20:00:00.000 -0400","5.0400","5.0485","0.0110"
"5.0904","4.9961","5.0826","5.1726","4.9035","4.8765","4.8461","2006-08-30 20:00:00.000 -0400","4.8222","4.8287","-0.2139"
"4.9300","4.8520","4.9745","5.0785","4.7690","4.7190","4.6925","2006-09-29 20:00:00.000 -0400","4.6675","4.6760","-0.2110"
"5.0462","4.8548","5.0100","5.1190","4.7957","4.7290","4.7219","2006-10-30 19:00:00.000 -0500","4.6867","4.6900","-0.3171"
"5.0733","4.6857","5.0110","5.1471","4.7405","4.5952","4.6429","2006-11-29 19:00:00.000 -0500","4.5824","4.5819","-0.4781"
"4.9730","4.6825","4.9415","5.0720","4.6735","4.5645","4.5780","2006-12-30 19:00:00.000 -0500","4.5330","4.5355","-0.4085"
"5.1052","4.8519","5.0571","5.1486","4.8762","4.7595","4.7943","2007-01-30 19:00:00.000 -0500","4.7529","4.7524","-0.3457"
"5.1632","4.8216","5.0537","5.1579","4.8489","4.7226","4.7537","2007-02-27 19:00:00.000 -0500","4.7105","4.7111","-0.4405"
"5.0800","4.7218","4.9205","5.0968","4.5736","4.5645","4.5064","2007-03-30 20:00:00.000 -0400","4.4809","4.4986","-0.5155"
"5.0067","4.8662","4.9324","5.0676","4.6662","4.6938","4.6014","2007-04-29 20:00:00.000 -0400","4.5933","4.6167","-0.3129"
"4.8677","4.9014","4.9091","4.9786","4.7664","4.7464","4.6936","2007-05-30 20:00:00.000 -0400","4.6673","4.6855","-0.1214"
"4.7419","5.2033","4.9624","4.9548","4.9805","5.1029","4.9990","2007-06-29 20:00:00.000 -0400","5.0262","5.0538","0.3610"
"4.9610","5.1081","4.9643","5.0352","4.8190","5.0043","4.8238","2007-07-30 20:00:00.000 -0400","4.8848","4.9329","0.0433"
"4.3170","4.9322","4.4722","4.5530","4.3130","4.6748","4.3387","2007-08-30 20:00:00.000 -0400","4.4322","4.5270","0.3578"
"3.9942","4.7932","4.1368","4.2016","4.0116","4.5216","4.0605","2007-09-29 20:00:00.000 -0400","4.1989","4.3300","0.5274"
"4.0027","4.7736","4.0968","4.1641","3.9677","4.5277","4.0109","2007-10-30 20:00:00.000 -0400","4.1982","4.3318","0.5250"
"3.3545","4.5200","3.4990","3.5810","3.3365","4.1485","3.3470","2007-11-29 19:00:00.000 -0500","3.6670","3.8660","0.7940"
"3.0665","4.5270","3.2630","3.3370","3.1170","4.0975","3.1325","2007-12-30 19:00:00.000 -0500","3.4875","3.7430","1.0310"
"2.8200","4.3305","2.7114","2.8362","2.4757","3.7443","2.5114","2008-01-30 19:00:00.000 -0500","2.9805","3.3071","0.9243"
"2.1740","4.5170","2.0535","2.0980","1.9730","3.7375","2.1880","2008-02-28 19:00:00.000 -0500","2.7790","3.2095","1.5635"
"1.2835","4.3930","1.5440","1.5070","1.6170","3.5100","1.7965","2008-03-30 20:00:00.000 -0400","2.4835","2.9320","2.2265"
"1.3118","4.4432","1.7382","1.5827","2.0473","3.6750","2.2327","2008-04-29 20:00:00.000 -0400","2.8414","3.1936","2.3632"
"1.7643","4.5962","2.0557","1.8633","2.4457","3.8800","2.6895","2008-05-30 20:00:00.000 -0400","3.1533","3.4600","2.1157"
"1.8905","4.6890","2.4195","2.1852","2.7738","4.0995","3.0752","2008-06-29 20:00:00.000 -0400","3.4852","3.7338","2.2090"
"1.6550","4.5709","2.2818","1.9759","2.5732","4.0077","2.8727","2008-07-30 20:00:00.000 -0400","3.3032","3.5959","2.3527"
"1.7529","4.5019","2.1771","1.9671","2.4205","3.8857","2.6990","2008-08-30 20:00:00.000 -0400","3.1419","3.4590","2.1329"
"1.1467","4.2690","1.9129","1.6410","2.0762","3.6862","2.3157","2008-09-29 20:00:00.000 -0400","2.8843","3.2486","2.5395"
"0.6859","4.1732","1.4205","1.2259","1.6123","3.8141","1.8645","2008-10-30 20:00:00.000 -0400","2.7264","3.1868","3.1282"
"0.1939","4.0044","1.0667","0.7411","1.2128","3.5267","1.5144","2008-11-29 19:00:00.000 -0500","2.2917","2.8189","3.3328"
"0.0395","2.8700","0.4945","0.2559","0.8209","2.4164","1.0700","2008-12-30 19:00:00.000 -0500","1.5218","1.8927","2.3769"
"0.1295","3.1280","0.4445","0.3045","0.8070","2.5175","1.1340","2009-01-30 19:00:00.000 -0500","1.5965","1.9780","2.3880"
"0.2953","3.5868","0.6226","0.4589","0.9753","2.8700","1.3689","2009-02-27 19:00:00.000 -0500","1.8716","2.3032","2.5747"
"0.2159","3.6432","0.6441","0.4259","0.9314","2.8195","1.3123","2009-03-30 20:00:00.000 -0400","1.8159","2.4177","2.6036"
"0.1581","3.7600","0.5476","0.3505","0.9271","2.9271","1.3167","2009-04-29 20:00:00.000 -0400","1.8581","2.4652","2.7690"
"0.1770","4.2270","0.5015","0.3035","0.9295","3.2930","1.3925","2009-05-30 20:00:00.000 -0400","2.1340","2.8105","3.1160"
"0.1786","4.5164","0.5136","0.3145","1.1841","3.7218","1.7595","2009-06-29 20:00:00.000 -0400","2.7059","3.3650","3.5432"
"0.1836","4.4068","0.4786","0.2795","1.0191","3.5623","1.5482","2009-07-30 20:00:00.000 -0400","2.4627","3.1382","3.3786"
"0.1719","4.3710","0.4590","0.2690","1.1152","3.5871","1.6486","2009-08-30 20:00:00.000 -0400","2.5710","3.2138","3.4152"
"0.1233","4.1857","0.4048","0.2071","0.9562","3.4019","1.4776","2009-09-29 20:00:00.000 -0400","2.3690","3.0167","3.2786"
"0.0743","4.1886","0.3748","0.1605","0.9490","3.3876","1.4638","2009-10-30 20:00:00.000 -0400","2.3329","2.9633","3.3133"
"0.0521","4.3147","0.3132","0.1547","0.8032","3.4026","1.3163","2009-11-29 19:00:00.000 -0500","2.2305","2.9216","3.3505"
"0.0545","4.4941","0.3714","0.1677","0.8745","3.5900","1.3832","2009-12-30 19:00:00.000 -0500","2.3405","3.0745","3.5355"
"0.0616","4.6047","0.3458","0.1484","0.9289","3.7332","1.4921","2010-01-30 19:00:00.000 -0500","2.4842","3.2089","3.6716"
"0.1089","4.6195","0.3458","0.1811","0.8568","3.6911","1.4011","2010-02-27 19:00:00.000 -0500","2.3637","3.1226","3.5821"
"0.1504","4.6448","0.3957","0.2257","0.9587","3.7274","1.5057","2010-03-30 20:00:00.000 -0400","2.4330","3.1617","3.5770"
"0.1623","4.6932","0.4450","0.2441","1.0605","3.8468","1.6382","2010-04-29 20:00:00.000 -0400","2.5814","3.2818","3.6845"
"0.1600","4.2860","0.3710","0.2235","0.8305","3.4200","1.3190","2010-05-30 20:00:00.000 -0400","2.1800","2.8610","3.2600"
"0.1236","4.1277","0.3182","0.1909","0.7245","3.2041","1.1745","2010-06-29 20:00:00.000 -0400","1.9964","2.6559","3.0805"
"0.1576","3.9943","0.2914","0.2005","0.6167","3.0114","0.9786","2010-07-30 20:00:00.000 -0400","1.7629","2.4343","2.8538"
"0.1550","3.8032","0.2591","0.1914","0.5205","2.6986","0.7836","2010-08-30 20:00:00.000 -0400","1.4655","2.1005","2.5436"
"0.1519","3.7733","0.2567","0.1933","0.4800","2.6476","0.7419","2010-09-29 20:00:00.000 -0400","1.4105","2.0514","2.4957"
"0.1345","3.8725","0.2280","0.1765","0.3760","2.5400","0.5685","2010-10-30 20:00:00.000 -0400","1.1825","1.8515","2.4055"
"0.1430","4.1860","0.2520","0.1820","0.4540","2.7630","0.6740","2010-11-29 19:00:00.000 -0500","1.3500","2.0235","2.6200"
"0.1409","4.4177","0.2941","0.1932","0.6182","3.2909","0.9932","2010-12-30 19:00:00.000 -0500","1.9345","2.6577","3.1500"
"0.1520","4.5230","0.2735","0.1815","0.6145","3.3940","1.0275","2011-01-30 19:00:00.000 -0500","1.9945","2.7235","3.2420"
"0.1321","4.6521","0.2863","0.1684","0.7726","3.5763","1.2832","2011-02-27 19:00:00.000 -0500","2.2579","2.9616","3.4442"
"0.1004","4.5139","0.2591","0.1565","0.6974","3.4143","1.1743","2011-03-30 20:00:00.000 -0400","2.1135","2.7991","3.3139"
"0.0585","4.5015","0.2465","0.1195","0.7345","3.4550","1.2100","2011-04-29 20:00:00.000 -0400","2.1690","2.8370","3.3965"
"0.0410","4.2933","0.1881","0.0867","0.5552","3.1686","0.9352","2011-05-30 20:00:00.000 -0400","1.8424","2.5138","3.1276"
"0.0373","4.2327","0.1809","0.1014","0.4105","3.0023","0.7114","2011-06-29 20:00:00.000 -0400","1.5800","2.2868","2.9650"
"0.0375","4.2705","0.1850","0.0840","0.4065","3.0030","0.6800","2011-07-30 20:00:00.000 -0400","1.5410","2.2770","2.9655"
"0.0243","3.6513","0.1148","0.0622","0.2304","2.3030","0.3830","2011-08-30 20:00:00.000 -0400","1.0213","1.6291","2.2787"
"0.0138","3.1824","0.1048","0.0433","0.2114","1.9752","0.3538","2011-09-29 20:00:00.000 -0400","0.9005","1.4195","1.9614"
"0.0190","3.1280","0.1145","0.0545","0.2805","2.1520","0.4710","2011-10-30 20:00:00.000 -0400","1.0615","1.6190","2.1330"
"0.0140","3.0155","0.1120","0.0465","0.2535","2.0135","0.3935","2011-11-29 19:00:00.000 -0500","0.9080","1.4520","1.9995"
"0.0114","2.9824","0.1152","0.0486","0.2571","1.9781","0.3871","2011-12-30 19:00:00.000 -0500","0.8914","1.4290","1.9667"
"0.0345","3.0260","0.1150","0.0655","0.2405","1.9665","0.3580","2012-01-30 19:00:00.000 -0500","0.8350","1.3805","1.9320"
"0.0920","3.1090","0.1610","0.1240","0.2780","1.9675","0.3845","2012-02-28 19:00:00.000 -0500","0.8310","1.3735","1.8755"
"0.0841","3.2814","0.1900","0.1423","0.3445","2.1727","0.5077","2012-03-30 20:00:00.000 -0400","1.0173","1.5645","2.0886"
"0.0838","3.1843","0.1833","0.1390","0.2919","2.0529","0.4319","2012-04-29 20:00:00.000 -0400","0.8948","1.4252","1.9690"
"0.0895","2.9309","0.1918","0.1455","0.2850","1.8032","0.3882","2012-05-30 20:00:00.000 -0400","0.7618","1.2132","1.7136"
"0.0914","2.6981","0.1890","0.1481","0.2919","1.6224","0.3890","2012-06-29 20:00:00.000 -0400","0.7114","1.0800","1.5310"
"0.0971","2.5900","0.1857","0.1457","0.2481","1.5267","0.3310","2012-07-30 20:00:00.000 -0400","0.6195","0.9843","1.4295"
"0.1026","2.7709","0.1835","0.1404","0.2687","1.6783","0.3678","2012-08-30 20:00:00.000 -0400","0.7139","1.1352","1.5757"
"0.1053","2.8816","0.1758","0.1374","0.2553","1.7232","0.3384","2012-09-29 20:00:00.000 -0400","0.6689","1.1184","1.6179"
"0.1048","2.9005","0.1795","0.1490","0.2771","1.7462","0.3690","2012-10-30 20:00:00.000 -0400","0.7086","1.1457","1.6414"
"0.0935","2.8035","0.1785","0.1445","0.2680","1.6540","0.3550","2012-11-29 19:00:00.000 -0500","0.6650","1.0765","1.5605"
"0.0700","2.8835","0.1585","0.1195","0.2570","1.7190","0.3540","2012-12-30 19:00:00.000 -0500","0.6960","1.1345","1.6490"
"0.0743","3.0805","0.1452","0.1076","0.2652","1.9148","0.3905","2013-01-30 19:00:00.000 -0500","0.8052","1.2986","1.8405"
"0.0989","3.1653","0.1574","0.1242","0.2674","1.9842","0.3984","2013-02-27 19:00:00.000 -0500","0.8463","1.3484","1.8853"
"0.0870","3.1625","0.1475","0.1145","0.2560","1.9575","0.3860","2013-03-30 20:00:00.000 -0400","0.8185","1.3175","1.8705"
"0.0600","2.9327","0.1245","0.0941","0.2323","1.7591","0.3405","2013-04-29 20:00:00.000 -0400","0.7105","1.1523","1.6991"
"0.0441","3.1127","0.1186","0.0809","0.2505","1.9282","0.3959","2013-05-30 20:00:00.000 -0400","0.8409","1.3109","1.8841"
"0.0505","3.4000","0.1420","0.0875","0.3335","2.3000","0.5770","2013-06-29 20:00:00.000 -0400","1.2035","1.7140","2.2495"
"0.0355","3.6050","0.1218","0.0736","0.3409","2.5823","0.6441","2013-07-30 20:00:00.000 -0400","1.4032","1.9914","2.5468"
"0.0436","3.7577","0.1268","0.0718","0.3564","2.7373","0.7045","2013-08-30 20:00:00.000 -0400","1.5205","2.1523","2.6936"
"0.0160","3.7870","0.1185","0.0415","0.4040","2.8095","0.7795","2013-09-29 20:00:00.000 -0400","1.5960","2.2165","2.7935"
"0.0473","3.6759","0.1214","0.0759","0.3355","2.6159","0.6277","2013-10-30 20:00:00.000 -0400","1.3668","1.9936","2.5686"
"0.0679","3.8000","0.1216","0.0984","0.3037","2.7184","0.5800","2013-11-29 19:00:00.000 -0500","1.3711","2.0695","2.6505"
"0.0667","3.8890","0.1329","0.0952","0.3400","2.9019","0.6852","2013-12-30 19:00:00.000 -0500","1.5762","2.2857","2.8352"
"0.0433","3.7690","0.1162","0.0690","0.3938","2.8581","0.7795","2014-01-30 19:00:00.000 -0500","1.6467","2.2938","2.8148"
"0.0526","3.6626","0.1168","0.0811","0.3268","2.7095","0.6884","2014-02-27 19:00:00.000 -0500","1.5158","2.1526","2.6568"
"0.0524","3.6210","0.1281","0.0786","0.3990","2.7233","0.8167","2014-03-30 20:00:00.000 -0400","1.6395","2.2333","2.6710"
"0.0310","3.5176","0.1076","0.0533","0.4171","2.7052","0.8848","2014-04-29 20:00:00.000 -0400","1.7010","2.2695","2.6743"
"0.0324","3.3900","0.0967","0.0519","0.3890","2.5590","0.8262","2014-05-30 20:00:00.000 -0400","1.5929","2.1210","2.5267"
"0.0357","3.4200","0.1048","0.0605","0.4524","2.5986","0.9048","2014-06-29 20:00:00.000 -0400","1.6790","2.1933","2.5629"
"0.0264","3.3318","0.1114","0.0595","0.5064","2.5423","0.9736","2014-07-30 20:00:00.000 -0400","1.6995","2.1727","2.5159"
"0.0329","3.2010","0.1071","0.0524","0.4724","2.4200","0.9276","2014-08-30 20:00:00.000 -0400","1.6314","2.0805","2.3871"
"0.0200","3.2600","0.1095","0.0438","0.5667","2.5343","1.0510","2014-09-29 20:00:00.000 -0400","1.7738","2.2205","2.5143"
"0.0168","3.0400","0.1045","0.0505","0.4455","2.3041","0.8750","2014-10-30 20:00:00.000 -0400","1.5459","1.9805","2.2873"
"0.0217","3.0383","0.1344","0.0694","0.5272","2.3256","0.9628","2014-11-29 19:00:00.000 -0500","1.6206","2.0289","2.3039"
"0.0291","2.8332","0.2145","0.1064","0.6355","2.2073","1.0641","2014-12-30 19:00:00.000 -0500","1.6400","1.9805","2.1782"
"0.0275","2.4550","0.1955","0.0830","0.5515","1.8815","0.8970","2015-01-30 19:00:00.000 -0500","1.3745","1.6715","1.8540"
"0.0179","2.5663","0.2242","0.0711","0.6189","1.9753","0.9916","2015-02-27 19:00:00.000 -0500","1.4726","1.7879","1.9574"
"0.0277","2.6264","0.2536","0.1100","0.6405","2.0427","1.0168","2015-03-30 20:00:00.000 -0400","1.5191","1.8423","2.0150"
"0.0232","2.5859","0.2336","0.0936","0.5400","1.9350","0.8655","2015-04-29 20:00:00.000 -0400","1.3545","1.6909","1.9118"
"0.0165","2.9550","0.2410","0.0795","0.6090","2.1975","0.9770","2015-05-30 20:00:00.000 -0400","1.5385","1.9330","2.1810"
"0.0150","3.1118","0.2755","0.0868","0.6886","2.3636","1.0650","2015-06-29 20:00:00.000 -0400","1.6836","2.0995","2.3486"
"0.0323","3.0664","0.2968","0.1164","0.6677","2.3245","1.0264","2015-07-30 20:00:00.000 -0400","1.6323","2.0418","2.2923"
"0.0719","2.8557","0.3757","0.2200","0.6976","2.1671","1.0300","2015-08-30 20:00:00.000 -0400","1.5414","1.9081","2.0952"
"0.0243","2.9529","0.3733","0.1795","0.7133","2.1729","1.0133","2015-09-29 20:00:00.000 -0400","1.4900","1.8762","2.1486"
"0.0167","2.8881","0.2633","0.1138","0.6448","2.0700","0.9267","2015-10-30 20:00:00.000 -0400","1.3857","1.7624","2.0533"
"0.1263","3.0300","0.4768","0.3279","0.8847","2.2632","1.2042","2015-11-29 19:00:00.000 -0500","1.6711","2.0247","2.1368"
"0.2286","2.9700","0.6536","0.4991","0.9827","2.2427","1.2805","2015-12-30 19:00:00.000 -0500","1.6986","2.0382","2.0141"
"0.2200","2.9800","0.6100","0.4900","1.0200","2.2400","1.3100","2016-01-30 19:00:00.000 -0500","1.7300","2.0600","2.0200"
